"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal"
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","","","E92000001","England","England","Persons","15 yrs","","","2014","5.415554062330992","","","","","33179.80000000001","612675.9998720903","","","","","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","","","E09000019","Islington","Ward","Persons","15 yrs","","","2014","4.5307111922474155","","","","","84.09000000000002","1856.0000060010002","","","","","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000366","Barnsbury","Ward","Persons","15 yrs","","","2014","4.4105","","","","","4.19","95.00000199799999","","","2nd lowest quintile","2nd lowest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000367","Bunhill","Ward","Persons","15 yrs","","","2014","3.9924","","","","","5.23","131.000000999","","","2nd lowest quintile","Lowest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000368","Caledonian","Ward","Persons","15 yrs","","","2014","4.381","","","","","5.52","126.000002001","","","2nd lowest quintile","2nd lowest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000369","Canonbury","Ward","Persons","15 yrs","","","2014","4.5676","","","","","5.07","110.999999","","","2nd lowest quintile","2nd highest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000370","Clerkenwell","Ward","Persons","15 yrs","","","2014","4.2316","","","","","4.02","94.999999","","","2nd lowest quintile","Lowest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000371","Finsbury Park","Ward","Persons","15 yrs","","","2014","4.2914","","","","","6.48","151.000001001","","","2nd lowest quintile","2nd lowest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000372","Highbury East","Ward","Persons","15 yrs","","","2014","5.42","","","","","5.42","100.000001","","","Middle quintile","Highest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000373","Highbury West","Ward","Persons","15 yrs","","","2014","5.0882","","","","","6.92","136.000000999","","","Middle quintile","Highest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000374","Hillrise","Ward","Persons","15 yrs","","","2014","4.4773","","","","","5.91","132","","","2nd lowest quintile","Middle quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000375","Holloway","Ward","Persons","15 yrs","","","2014","4.3775","","","","","6.61","150.999998999","","","2nd lowest quintile","2nd lowest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000376","Junction","Ward","Persons","15 yrs","","","2014","5.0952","","","","","4.28","84.00000199899999","","","Middle quintile","Highest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000377","Mildmay","Ward","Persons","15 yrs","","","2014","4.2741","","","","","5.77","134.99999999899998","","","2nd lowest quintile","Lowest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000378","St George's","Ward","Persons","15 yrs","","","2014","4.7353","","","","","4.83","101.999999","","","2nd lowest quintile","2nd highest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000379","St Mary's","Ward","Persons","15 yrs","","","2014","4.6957","","","","","4.32","92.000001002","","","2nd lowest quintile","2nd highest quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000380","St Peter's","Ward","Persons","15 yrs","","","2014","4.4255","","","","","4.16","94.000000001","","","2nd lowest quintile","Middle quintile","20140000","",""
"93488","Smoking prevalence at age 15 - regular smokers (modelled estimates)","E09000019","Islington","E05000381","Tollington","Ward","Persons","15 yrs","","","2014","4.4298","","","","","5.36","120.999999003","","","2nd lowest quintile","Middle quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","","","E92000001","England","England","Persons","15 yrs","","","2014","8.17425360393674","","","","","50081.689999999806","612675.9998720903","","","","","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","","","E09000019","Islington","Ward","Persons","15 yrs","","","2014","9.432112038468693","","","","","175.06","1856.0000060010002","","","","","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000366","Barnsbury","Ward","Persons","15 yrs","","","2014","9.0842","","","","","8.63","95.00000199799999","","","2nd highest quintile","Lowest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000367","Bunhill","Ward","Persons","15 yrs","","","2014","8.4351","","","","","11.05","131.000000999","","","Middle quintile","Lowest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000368","Caledonian","Ward","Persons","15 yrs","","","2014","9.1905","","","","","11.58","126.000002001","","","2nd highest quintile","2nd lowest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000369","Canonbury","Ward","Persons","15 yrs","","","2014","9.6306","","","","","10.69","110.999999","","","2nd highest quintile","2nd highest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000370","Clerkenwell","Ward","Persons","15 yrs","","","2014","8.7053","","","","","8.27","94.999999","","","Middle quintile","Lowest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000371","Finsbury Park","Ward","Persons","15 yrs","","","2014","9.1987","","","","","13.89","151.000001001","","","2nd highest quintile","2nd lowest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000372","Highbury East","Ward","Persons","15 yrs","","","2014","10.56","","","","","10.56","100.000001","","","2nd highest quintile","Highest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000373","Highbury West","Ward","Persons","15 yrs","","","2014","10.0956","","","","","13.73","136.000000999","","","2nd highest quintile","Highest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000374","Hillrise","Ward","Persons","15 yrs","","","2014","9.5","","","","","12.54","132","","","2nd highest quintile","Middle quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000375","Holloway","Ward","Persons","15 yrs","","","2014","9.2781","","","","","14.01","150.999998999","","","2nd highest quintile","2nd lowest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000376","Junction","Ward","Persons","15 yrs","","","2014","10.381","","","","","8.72","84.00000199899999","","","2nd highest quintile","Highest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000377","Mildmay","Ward","Persons","15 yrs","","","2014","9.1037","","","","","12.29","134.99999999899998","","","2nd highest quintile","Lowest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000378","St George's","Ward","Persons","15 yrs","","","2014","9.598","","","","","9.79","101.999999","","","2nd highest quintile","2nd highest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000379","St Mary's","Ward","Persons","15 yrs","","","2014","9.7283","","","","","8.95","92.000001002","","","2nd highest quintile","Highest quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000380","St Peter's","Ward","Persons","15 yrs","","","2014","9.3191","","","","","8.76","94.000000001","","","2nd highest quintile","Middle quintile","20140000","",""
"93489","Smoking prevalence at age 15 - regular or occasional smokers (modelled estimates)","E09000019","Islington","E05000381","Tollington","Ward","Persons","15 yrs","","","2014","9.5868","","","","","11.6","120.999999003","","","2nd highest quintile","Middle quintile","20140000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","","","E92000001","England","England","Persons","4-5 yrs","","","2017/18 - 19/20","9.67017205142447","9.62458312033123","9.71595370922662","","","155469","1607717","","","","","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","","","E09000019","Islington","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","9.85221674876847","9.04702527075847","10.6865328272605","","","500","5075","","","Similar","","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000366","Barnsbury","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","13.0435","8.6349","17.1765","","","30","230","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000367","Bunhill","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","12.5","10.1044","16.7324","","","50","400","","","Worse","Worse","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000368","Caledonian","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","12.5","9.648","17.0239","","","40","320","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000369","Canonbury","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","9.5238","6.5075","12.9492","","","30","315","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000370","Clerkenwell","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","7.1429","3.6707","10.3498","","","15","210","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000371","Finsbury Park","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","11.7647","9.0172","15.1409","","","50","425","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000372","Highbury East","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","6","3.9615","10.1027","","","15","250","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000373","Highbury West","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","8.2353","5.9525","11.1864","","","35","425","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000374","Hillrise","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","9.2308","6.5019","12.7948","","","30","325","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000375","Holloway","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","10.2941","7.7237","14.2695","","","35","340","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000376","Junction","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","7.1429","4.4187","10.427","","","20","280","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000377","Mildmay","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","11.2903","8.2851","15.3941","","","35","310","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000378","St George's","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","9.5238","6.9974","13.5882","","","30","315","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000379","St Mary's","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","6.7797","3.9209","9.5009","","","20","295","","","Better","Better","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000380","St Peter's","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","10.1695","7.1674","14.0536","","","30","295","","","Similar","Similar","20170000","",""
"93105","Reception: Prevalence of obesity (including severe obesity), 3-years data combined","E09000019","Islington","E05000381","Tollington","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","10.2941","7.7008","14.2288","","","35","340","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","","","E92000001","England","England","Persons","4-5 yrs","","","2017/18 - 19/20","22.5990643875757","22.5344809308754","22.6637787868663","","","363329","1607717","","","","","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","","","E09000019","Islington","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","21.3793103448276","20.2619405189673","22.5174426159394","","","1085","5075","","","Better","","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000366","Barnsbury","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","21.7391","17.0485","27.7413","","","50","230","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000367","Bunhill","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","23.75","20.4121","28.8217","","","95","400","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000368","Caledonian","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","23.4375","19.2515","28.5489","","","75","320","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000369","Canonbury","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","20.6349","16.297","25.1832","","","65","315","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000370","Clerkenwell","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","19.0476","13.9615","24.4904","","","40","210","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000371","Finsbury Park","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","23.5294","20.1356","28.2174","","","100","425","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000372","Highbury East","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","18","13.3255","22.7131","","","45","250","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000373","Highbury West","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","17.6471","14.4625","21.7089","","","75","425","","","Better","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000374","Hillrise","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","20","16.1909","24.8685","","","65","325","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000375","Holloway","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","23.5294","18.7327","27.6195","","","80","340","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000376","Junction","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","17.8571","14.2377","23.3159","","","50","280","","","Similar","Similar","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000377","Mildmay","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","25.8065","21.6956","31.4857","","","80","310","","","Similar","Worse","20170000","",""
"93106","Reception: Prevalence of overweight (including obesity), 3-years data combined","E09000019","Islington","E05000378","St George's","Ward","Persons","4-5 yrs","","","2017/18 - 19/20","20.6349","16.1916","25.0293","","","65","315","","","Similar","Similar","20170000","",""
